0: 역곡상상시장 | Type: 상설장 | Addr: 경기도 부천시 원미구 부일로749번길 31 | Lat/Lon: 37.48757743,126.8118954 | Cycle: 매일
341: 서대신동골목시장 | Type: 상설장 | Addr: 부산광역시 서구 구덕로295번길 4 | Lat/Lon: 35.11041299,129.0173233 | Cycle: 매일
342: 아미시장 | Type: 상설장 | Addr: 부산광역시 서구 아미초장로 132 | Lat/Lon: 35.09965023,129.0174856 | Cycle: 매일
343: 송남시장 | Type: 상설장 | Addr: 부산광역시 서구 충무대로 34 | Lat/Lon: 35.07851,129.0168108 | Cycle: 매일
344: 충무동해안시장 | Type: 상설장 | Addr: 부산광역시 서구 자갈치로 14-12 | Lat/Lon: 35.09588564,129.0259893 | Cycle: 매일
345: 충무동골목시장 | Type: 상설장 | Addr: 부산광역시 서구 충무대로267번길 5 | Lat/Lon: 35.09428445,129.023658 | Cycle: 매일
346: 광안시장 | Type: 상설장 | Addr: 부산광역시 수영구 수영로603번길 18 | Lat/Lon: 35.16017853,129.1124667 | Cycle: 매일
347: 삼익비치B상가시장 | Type: 상설장 | Addr: 부산광역시 수영구 광안해변로 95 | Lat/Lon: 35.14321639,129.1139867 | Cycle: 매일
348: 남천해변시장 | Type: 상설장 | Addr: 부산광역시 수영구 광안해변로15번길 77 | Lat/Lon: 35.13915725,129.1090438 | Cycle: 매일
349: 삼익비치A상가시장 | Type: 상설장 | Addr: 부산광역시 수영구 광안해변로 95 | Lat/Lon: 35.14321639,129.1139867 | Cycle: 매일
350: 망미삼성상가시장 | Type: 상설장 | Addr: 부산광역시 수영구 연수로310번길 74 | Lat/Lon: 35.16942604,129.1028127 | Cycle: 매일
351: 망미새상가시장 | Type: 상설장 | Addr: 부산광역시 수영구 연수로263번길 12-32 | Lat/Lon: 35.17360458,129.100461 | Cycle: 매일
352: 망미중앙시장 | Type: 상설장 | Addr: 부산광역시 수영구 망미배산로10번길 40 | Lat/Lon: 35.17568162,129.106878 | Cycle: 매일
353: 광안어패류시장 | Type: 상설장 | Addr: 부산광역시 수영구 민락수변로7번길 19 | Lat/Lon: 35.1555939,129.1245334 | Cycle: 매일
354: 초읍시장 | Type: 상설장 | Addr: 부산광역시 부산진구 성지로51번길 60 | Lat/Lon: 35.17731689,129.0528596 | Cycle: 매일
355: 정이있는구포시장 | Type: 상설장+3일장 | Addr: 부산광역시 북구 구포시장2길 8 | Lat/Lon: 35.20835959,129.0038559 | Cycle: 3일+8일
356: 구포축산물도매시장 | Type: 상설장 | Addr: 부산광역시 북구 사상로583번길 25 | Lat/Lon: 35.19619211,128.9892082 | Cycle: 매일
357: 덕천시장 | Type: 상설장 | Addr:  | Lat/Lon: 35.21121969,129.0134242 | Cycle: 매일
358: 만덕시장 | Type: 상설장 | Addr: 부산광역시 북구 만덕1로24번길 8 | Lat/Lon: 35.21449706,129.0353682 | Cycle: 매일
359: 만덕2동제일상가시장 | Type: 상설장 | Addr: 부산광역시 북구 함박봉로140번길 109 | Lat/Lon: 35.2022338,129.0361266 | Cycle: 매일
360: 감전제일상가시장 | Type: 상설장 | Addr: 부산광역시 사상구 새벽로168번길 21-11 | Lat/Lon: 35.15632853,128.9845501 | Cycle: 매일
361: 부산산업용재유통상가 | Type: 상설장 | Addr: 부산광역시 사상구 새벽로 131 | Lat/Lon: 35.15329601,128.9810797 | Cycle: 매일
362: 부산새벽시장 | Type: 상설장 | Addr: 부산광역시 사상구 새벽로 141 | Lat/Lon: 35.15414647,128.9824232 | Cycle: 매일
363: 감전시장 | Type: 상설장 | Addr: 부산광역시 사상구 새벽로168번길 21-6 | Lat/Lon: 35.15610243,128.984607 | Cycle: 매일
364: 부산산업용품상협동조합 | Type: 상설장 | Addr: 부산광역시 사상구 괘감로 37 | Lat/Lon: 35.15975736,128.9804306 | Cycle: 매일
365: 르네시떼시장 | Type: 상설장 | Addr: 부산광역시 사상구 광장로7 | Lat/Lon: 35.16433455,128.9777212 | Cycle: 매일
366: 사상시장 | Type: 상설장 | Addr: 부산광역시 사상구 사상로250번길 58 | Lat/Lon: 35.1666584,128.9855035 | Cycle: 매일
367: 복이있는덕포시장 | Type: 상설장 | Addr: 부산광역시 사상구 사상로293번길12 | Lat/Lon: 35.17128054,128.9822575 | Cycle: 매일
368: 우신종합상가 | Type: 상설장 | Addr: 부산광역시 사상구 백양대로 880 | Lat/Lon: 35.18311806,128.9912824 | Cycle: 매일
369: 모라전통시장 | Type: 상설장 | Addr: 부산광역시 사상구 사상로 483 | Lat/Lon: 35.18763297,128.9874408 | Cycle: 매일
370: 부산광역시건축자재판매협동조합 | Type: 상설장 | Addr: 부산광역시 사상구 강변대로 570 | Lat/Lon: 35.13287687,128.9653867 | Cycle: 매일
371: 부산광역시철강판매협동조합 | Type: 상설장 | Addr: 부산광역시 사상구 강변대로532번길 17-26 | Lat/Lon: 35.13320862,128.9666014 | Cycle: 매일
372: 주례현대무지개상가 | Type: 상설장 | Addr: 부산광역시 사상구 주례로 93 | Lat/Lon: 35.14496154,129.0049881 | Cycle: 매일
373: 주례럭키종합상가 | Type: 상설장 | Addr: 부산광역시 사상구 가야대로 284번길 12 | Lat/Lon: 35.14874465,129.0029195 | Cycle: 매일
374: 구덕대림상가 | Type: 상설장 | Addr: 부산광역시 사상구 학감대로49번길 62 | Lat/Lon: 35.13532193,128.9922457 | Cycle: 매일
375: 학장반도보라상가 | Type: 상설장 | Addr: 부산광역시 사상구 수산시 사상구 대동로 98 | Lat/Lon: 35.1372845,128.9791729 | Cycle: 매일
376: 영해종합시장 | Type: 상설장 | Addr: 부산광역시 사상구 학감대로 109-10 | Lat/Lon: 35.14070935,128.9879557 | Cycle: 매일
377: 감천시장 | Type: 상설장 | Addr: 부산광역시 사하구 옥천로 8 | Lat/Lon: 35.08826986,129.0055375 | Cycle: 매일
378: 감천2동시장 | Type: 상설장 | Addr: 부산광역시 사하구 옥천로75번길 17 | Lat/Lon: 35.09387881,129.0088484 | Cycle: 매일
379: 괴정골목시장 | Type: 상설장 | Addr: 부산광역시 사하구 사하로 198 | Lat/Lon: 35.09934084,128.9937052 | Cycle: 매일
380: 사하시장 | Type: 상설장 | Addr: 부산광역시 사하구 장평로 451 | Lat/Lon: 35.09835125,128.986466 | Cycle: 매일
381: 금강시장 | Type: 상설장 | Addr: 부산광역시 동래구 아시아드대로208번길 48 | Lat/Lon: 35.20162069,129.0685651 | Cycle: 매일
382: 금성상가시장 | Type: 상설장 | Addr: 부산광역시 동래구 우장춘로4번길 23-8 | Lat/Lon: 35.20817748,129.0719375 | Cycle: 매일
383: 온천인정시장 | Type: 상설장 | Addr: 부산광역시 동래구 온천장로125번길 41-2 | Lat/Lon: 35.22311521,129.0831563 | Cycle: 매일
384: 가야벽산상가 | Type: 상설장 | Addr: 부산광역시 부산진구 엄광로 122 | Lat/Lon: 35.14746265,129.0281338 | Cycle: 매일
385: 원종중앙시장 | Type: 상설장 | Addr: 경기도 부천시 오정구 성오로124번길 47 | Lat/Lon: 37.52507056,126.8023099 | Cycle: 매일
386: 개금큰시장 | Type: 상설장 | Addr: 부산광역시 부산진구 엄광로 15 | Lat/Lon: 35.14851071,129.0178858 | Cycle: 매일
387: 당감골목시장 | Type: 상설장 | Addr: 부산광역시 부산진구 당감로16번길 33 | Lat/Lon: 35.16354772,129.0414277 | Cycle: 매일
388: 당감새시장 | Type: 상설장 | Addr: 부산광역시 부산진구 백양대로 60번길 64 | Lat/Lon: 35.16505858,129.0421458 | Cycle: 매일
389: 국제상가 | Type: 상설장 | Addr: 부산광역시 부산진구 백양관문로 104-1 | Lat/Lon: 35.16843795,129.0282049 | Cycle: 매일
390: 동평새시장 | Type: 상설장 | Addr: 부산광역시 부산진구 백양순환로164번길 15 | Lat/Lon: 35.16662939,129.0409121 | Cycle: 매일
391: 부산평화시장 | Type: 상설장 | Addr: 부산광역시 부산진구 자유평화로 7 | Lat/Lon: 35.14169298,129.0606731 | Cycle: 매일
392: 철뚝시장 | Type: 상설장 | Addr: 부산광역시 부산진구 자유평화로3번길 14-15 | Lat/Lon: 35.14221852,129.061564 | Cycle: 매일
393: 골드테마거리 | Type: 상설장 | Addr: 부산광역시 부산진구 범일로 134 중앙빌딩 | Lat/Lon: 35.14193347,129.0597796 | Cycle: 매일
394: 부전시장 | Type: 상설장 | Addr: 부산광역시 부산진구 중앙대로 783번길 23 | Lat/Lon: 35.16323429,129.0609058 | Cycle: 매일
395: 서면종합시장 | Type: 상설장 | Addr: 부산광역시 부산진구 부전로 162번길 28 | Lat/Lon: 35.16191688,129.0589776 | Cycle: 매일
396: 부전인삼시장 | Type: 상설장 | Addr: 부산광역시 부산진구 중앙대로783번길 23 (부전시장) | Lat/Lon: 35.16323429,129.0609058 | Cycle: 매일
397: 부전상가 | Type: 상설장 | Addr: 부산광역시 부산진구 중앙대로 755번길 21 | Lat/Lon: 35.16034809,129.0595526 | Cycle: 매일
398: 부전농수산물새벽시장 | Type: 상설장 | Addr: 부산광역시 부산진구 부전로 156 | Lat/Lon: 35.16224371,129.0583055 | Cycle: 매일
399: 부산전자종합시장 | Type: 상설장 | Addr: 부산광역시 부산진구 부전로 196 | Lat/Lon: 35.16375165,129.0624353 | Cycle: 매일
400: 서면시장 | Type: 상설장 | Addr: 부산광역시 부산진구 서면로 56 | Lat/Lon: 35.15565904,129.0581395 | Cycle: 매일
401: 부전기장골목시장 | Type: 상설장 | Addr: 부산광역시 부산진구 중앙대로775번길 21 | Lat/Lon: 35.16220291,129.0612344 | Cycle: 매일
402: 양정시장 | Type: 상설장 | Addr: 부산광역시 부산진구 동평로420번길 18 | Lat/Lon: 35.17278081,129.0697876 | Cycle: 매일
403: 양정전통시장 | Type: 상설장 | Addr: 부산광역시 부산진구 동평로 410 | Lat/Lon: 35.17359419,129.069435 | Cycle: 매일
404: 연지시장 | Type: 상설장 | Addr: 부산광역시 부산진구 연지로14 | Lat/Lon: 35.17090389,129.0513996 | Cycle: 매일
405: 서면중앙시장 | Type: 상설장 | Addr: 부산광역시 부산진구 동성로 143 | Lat/Lon: 35.16087856,129.0632892 | Cycle: 매일
406: 전포놀이터시장 | Type: 상설장 | Addr: 부산광역시 부산진구 서전로67번길 20 | Lat/Lon: 35.15872913,129.0673027 | Cycle: 매일
407: 성곡종합시장 | Type: 상설장 | Addr: 부산광역시 부산진구 새싹로 207-6 | Lat/Lon: 35.17478551,129.0480782 | Cycle: 매일
408: 남광시장 | Type: 상설장 | Addr: 부산광역시 남구 홍곡로 359 | Lat/Lon: 35.12399327,129.0887175 | Cycle: 매일
409: 못골골목시장 | Type: 상설장 | Addr: 부산광역시 남구 못골로 66-1 | Lat/Lon: 35.13586205,129.0896296 | Cycle: 매일
410: 대연시장 | Type: 상설장 | Addr: 부산광역시 남구 못골로 56 | Lat/Lon: 35.13567567,129.0884182 | Cycle: 매일
411: 용호골목시장 | Type: 상설장 | Addr: 부산광역시 남구 용호로 177번길5 | Lat/Lon: 35.11640599,129.1114621 | Cycle: 매일
412: 용호삼성시장 | Type: 상설장 | Addr: 부산광역시 남구 용호로 106번길 40 | Lat/Lon: 35.12389935,129.1105368 | Cycle: 매일
413: 용호시장 | Type: 상설장 | Addr: 부산광역시 남구 동명로 152번길 93 | Lat/Lon: 35.11491426,129.1127725 | Cycle: 매일
414: 용호1동골목시장 | Type: 상설장 | Addr: 부산광역시 남구 용호로106번길 56 | Lat/Lon: 35.1243582,129.1102038 | Cycle: 매일
415: 우암골목시장 | Type: 상설장 | Addr: 부산광역시 남구 장고개로 9-1 | Lat/Lon: 35.12618059,129.0709109 | Cycle: 매일
416: 성북시장 | Type: 상설장 | Addr:  | Lat/Lon: 35.13855921,129.0481765273 | Cycle: 매일
417: 부산자유시장 | Type: 상설장 | Addr: 부산광역시 동구 조방로 48 | Lat/Lon: 35.14096583,129.0610388 | Cycle: 매일
418: 부산남문시장 | Type: 상설장 | Addr: 부산광역시 동구 범일로65번길 8 | Lat/Lon: 35.13592329,129.0586847 | Cycle: 매일
419: 부산진시장 | Type: 상설장 | Addr: 부산광역시 동구 진시장로 24 | Lat/Lon: 35.13642531,129.0588399 | Cycle: 매일
420: 범일골목시장 | Type: 상설장 | Addr: 부산광역시 동구 범곡북로 11 | Lat/Lon: 35.14161538,129.0544611 | Cycle: 매일
421: 수정시장 | Type: 상설장 | Addr: 부산광역시 동구 고관로 106 | Lat/Lon: 35.12823716,129.0463919 | Cycle: 매일
422: 수정전통시장 | Type: 상설장 | Addr: 부산광역시 동구 진성로21번길 | Lat/Lon: , | Cycle: 매일
423: 초량상가시장 | Type: 상설장 | Addr: 부산광역시 동구 초량로 15 | Lat/Lon: 35.11890115,129.0399838 | Cycle: 매일
424: 초량전통시장 | Type: 상설장 | Addr: 부산광역시 동구 초량로13번길 24 | Lat/Lon: 35.11804138,129.0396662 | Cycle: 매일
425: 명장시장 | Type: 상설장 | Addr: 부산광역시 동래구 명장로64번길 12 | Lat/Lon: 35.20403146,129.1074706 | Cycle: 매일
426: 원종종합시장 | Type: 상설장 | Addr: 경기도 부천시 오정구 삼작로 394 | Lat/Lon: 37.51974201,126.8055478 | Cycle: 매일
427: 신정시장 | Type: 상설장 | Addr: 부산광역시 동래구 아시아드대로134번길 62 | Lat/Lon: 35.19679122,129.0694863 | Cycle: 매일
428: 국민시장 | Type: 상설장 | Addr: 부산광역시 동래구 사직북로33번길 31 | Lat/Lon: 35.19840108,129.0582405 | Cycle: 매일
429: 사직시장 | Type: 상설장 | Addr: 부산광역시 동래구 사직북로34번길 48 | Lat/Lon: 35.20005107,129.0623223 | Cycle: 매일
430: 수안인정시장 | Type: 상설장 | Addr: 부산광역시 동래구 충렬대로245번길 8 | Lat/Lon: 35.20149174,129.0865781 | Cycle: 매일
431: 서원시장 | Type: 상설장 | Addr: 부산광역시 동래구 충렬대로359번길 55 | Lat/Lon: 35.20039365,129.0990109 | Cycle: 매일
432: 안락상가시장 | Type: 상설장 | Addr: 부산광역시 동래구 충렬대로410번길 21 | Lat/Lon: 35.19547988,129.1033085 | Cycle: 매일
433: 충렬상가시장 | Type: 상설장 | Addr: 부산광역시 동래구 충렬대로459번길 73-10 | Lat/Lon: 35.19809586,129.1099534 | Cycle: 매일
434: 민락어패류시장 | Type: 상설장 | Addr: 부산광역시 수영구 광안해변로 278 | Lat/Lon: 35.1556955,129.1243612 | Cycle: 매일
435: 군포역전시장 | Type: 상설장 | Addr: 경기도 군포시 군포로538번길 18 | Lat/Lon: 37.35386933,126.9476622 | Cycle: 매일
436: 중앙메가프라자 | Type: 상설장 | Addr: 대전광역시 동구 중앙로 200번길 99 | Lat/Lon: 36.3267328,127.4339543 | Cycle: 매일
437: 전통중앙도매상가 | Type: 상설장 | Addr: 대전광역시 동구 대전로 786 | Lat/Lon: 36.32983375,127.4337042 | Cycle: 매일
438: 정원시장 | Type: 상설장 | Addr: 대전광역시 동구 중앙로 194번길 33 | Lat/Lon: 36.32911119,127.4316621 | Cycle: 매일
439: 대전상가시장 | Type: 상설장 | Addr: 대전광역시 동구 충무로 185 | Lat/Lon: 36.32178451,127.4366553 | Cycle: 매일
440: 인동시장 | Type: 상설장 | Addr: 대전광역시 동구 대전천동로 452 | Lat/Lon: 36.3225352,127.4359133 | Cycle: 매일
441: 대전도매시장 | Type: 상설장 | Addr: 대전광역시 동구 대전로 785번길 | Lat/Lon: , | Cycle: 매일
442: 중앙상가시장 | Type: 상설장 | Addr: 대전광역시 동구 대전로791번길 38 | Lat/Lon: 36.32961777,127.4311303 | Cycle: 매일
443: 한민시장 | Type: 상설장 | Addr: 대전광역시 서구 도솔로308번길 27 | Lat/Lon: 36.33461781,127.3840015 | Cycle: 매일
444: 산본시장 | Type: 상설장 | Addr: 경기도 군포시 산본천로183번길 6 | Lat/Lon: 37.37016452,126.938529 | Cycle: 매일
445: 송강전통시장 | Type: 상설장 | Addr: 대전광역시 유성구 구즉로 74-7 | Lat/Lon: 36.43519975,127.386613 | Cycle: 매일
446: 강남시장 | Type: 상설장 | Addr: 경기도 부천시 원미구 옥산로154번길 21 | Lat/Lon: 37.50749709,126.7814665 | Cycle: 매일
447: 부사전통시장 | Type: 상설장 | Addr: 대전광역시 중구 대종로316번길 16 | Lat/Lon: 36.31413817,127.4353766 | Cycle: 매일
448: 산성뿌리전통시장 | Type: 상설장 | Addr: 대전광역시 중구 대둔산로 420 | Lat/Lon: 36.30655402,127.3871238 | Cycle: 매일
449: 오류전통시장 | Type: 상설장 | Addr: 대전광역시 중구 계룡로882번길 72 | Lat/Lon: 36.32194898,127.407958 | Cycle: 매일
450: 용두전통시장 | Type: 상설장 | Addr: 대전광역시 중구 계룡로 881번길 53 | Lat/Lon: 36.32341318,127.4145695 | Cycle: 매일
451: 유천전통시장 | Type: 상설장 | Addr: 대전광역시 중구 문화로 105번길 113 | Lat/Lon: 36.31724169,127.3954838 | Cycle: 매일
452: 태평전통시장 | Type: 상설장 | Addr: 대전광역시 중구 수침로 55번길 56 | Lat/Lon: 36.32593972,127.3976994 | Cycle: 매일
453: 명지시장 | Type: 상설장 | Addr: 부산광역시 강서구 신포길 17번길 27 | Lat/Lon: 35.11253967,128.931598 | Cycle: 매일
454: 구서오시게시장 | Type: 상설장 | Addr: 부산광역시 금정구 구서로12 | Lat/Lon: 35.24734164,129.089741 | Cycle: 매일
455: 금사제일상가시장 | Type: 상설장 | Addr: 부산광역시 금정구 개좌로81 | Lat/Lon: 35.22045187,129.1125513 | Cycle: 매일
456: 부곡상가시장 | Type: 상설장 | Addr: 부산광역시 금정구 부곡로107 | Lat/Lon: 35.22548538,129.0915165 | Cycle: 매일
457: 서동시장 | Type: 상설장 | Addr: 부산광역시 금정구 서동로141번길 21 | Lat/Lon: 35.21641237,129.1023592 | Cycle: 매일
458: 서동전통골목시장 | Type: 상설장 | Addr: 부산광역시 금정구 서동로 143 | Lat/Lon: 35.21527847,129.1022491 | Cycle: 매일
459: 서동향토시장 | Type: 상설장 | Addr: 부산광역시 금정구 서부로 21-1 | Lat/Lon: 35.21593515,129.1033531 | Cycle: 매일
460: 장성시장 | Type: 상설장 | Addr: 부산광역시 금정구 수림로61번길 53 | Lat/Lon: 35.23744721,129.0855549 | Cycle: 매일
461: 장전상가시장 | Type: 상설장 | Addr: 부산광역시 금정구 부산대학로49번길 13 | Lat/Lon: 35.23085024,129.0861108 | Cycle: 매일
462: 원미종합시장 | Type: 상설장 | Addr: 경기도 부천시 원미구 조종로49번길 21-3 | Lat/Lon: 37.49368572,126.79018 | Cycle: 매일
463: 태백시장 | Type: 상설장 | Addr:  | Lat/Lon: 35.85519908,128.6167578 | Cycle: 매일
464: 신매시장 | Type: 상설장 | Addr: 대구광역시 수성구 신매로16길 24-4 | Lat/Lon: 35.83727706,128.70972 | Cycle: 매일
465: 지산목련시장(지산종합시장) | Type: 상설장 | Addr: 대구광역시 수성구 용학로42길 9 | Lat/Lon: 35.82079684,128.631863 | Cycle: 매일
466: 황금시장 | Type: 상설장 | Addr: 대구광역시 수성구 청솔로 19 | Lat/Lon: 35.84839977,128.6199562 | Cycle: 매일
467: 염매시장 | Type: 상설장 | Addr: 대구광역시 중구 종로 11-9 | Lat/Lon: 35.86686144,128.5916753 | Cycle: 매일
468: 교동시장 | Type: 상설장 | Addr: 대구광역시 중구 교동길 40 (교동시장) | Lat/Lon: 35.8732548,128.5967856 | Cycle: 매일
469: 방천시장 | Type: 상설장 | Addr: 대구광역시 중구 달구벌대로450길16-3 | Lat/Lon: 35.86113952,128.6072142 | Cycle: 매일
470: 서문시장건해산물상가 | Type: 상설장 | Addr: 대구광역시 중구 큰장로 26안길5 | Lat/Lon: 35.8681669,128.5794789 | Cycle: 매일
471: 서문시장5지구 | Type: 상설장 | Addr: 대구광역시 중구 큰장로26길 6 | Lat/Lon: 35.86808104,128.5784697 | Cycle: 매일
472: 동산상가 | Type: 상설장 | Addr: 대구광역시 중구 큰장로26길 65 | Lat/Lon: 35.86895745,128.5817199 | Cycle: 매일
473: 서문시장 아진상가 | Type: 상설장 | Addr: 대구광역시 중구 큰장로 28길39 | Lat/Lon: 35.86995064,128.5815736 | Cycle: 매일
474: 서문시장 제1지구2층(포목시장) | Type: 상설장 | Addr: 대구광역시 중구 큰장로28길 10 | Lat/Lon: 35.86938777,128.5798352 | Cycle: 매일
475: 서문시장 제1지구1층(직물시장) | Type: 상설장 | Addr: 대구광역시 중구 큰장로28길 10 | Lat/Lon: 35.86938777,128.5798352 | Cycle: 매일
476: 명품프라자상가 | Type: 상설장 | Addr: 대구광역시 중구 큰장로 28길 27 | Lat/Lon: 35.86990532,128.5809084 | Cycle: 매일
477: 서문시장2지구종합상가 | Type: 상설장 | Addr: 대구광역시 중구 큰장로26길25 | Lat/Lon: 35.86881497,128.579536 | Cycle: 매일
478: 서문시장4지구종합대체상가(베네시움) | Type: 상설장 | Addr: 대구광역시 중구 달성로 18 | Lat/Lon: 35.86672736,128.5827273 | Cycle: 매일
479: 약령시장 | Type: 상설장 | Addr: 대구광역시 중구 남성로 27-1 | Lat/Lon: 35.86812814,128.5899293 | Cycle: 매일
480: 번개시장 | Type: 상설장 | Addr: 대구광역시 중구 태평로 177-3 | Lat/Lon: 35.87508428,128.5981288 | Cycle: 매일
481: 중앙시장 | Type: 상설장 | Addr: 대구광역시 중구 경상감영길101 | Lat/Lon: 35.87237538,128.5931143 | Cycle: 매일
482: 법동시장 | Type: 상설장 | Addr: 대전광역시 대덕구 계족로608번길 23 | Lat/Lon: 36.36622183,127.4315773 | Cycle: 매일
483: 신탄진시장 | Type: 상설장+3일장 | Addr: 대전광역시 대덕구 석봉로43번길 37 | Lat/Lon: 36.44915618,127.4265148 | Cycle: 3일+8일
484: 송촌시장 | Type: 상설장 | Addr: 대전광역시 대덕구 동춘당로 83 | Lat/Lon: 36.36463844,127.439864 | Cycle: 매일
485: 중리시장 | Type: 상설장 | Addr: 대전광역시 대덕구 중리북로31번길 26 | Lat/Lon: 36.3655916,127.4263925 | Cycle: 매일
486: 신도시장 | Type: 상설장 | Addr: 대전광역시 동구 흥룡로37번길 12 | Lat/Lon: 36.3495206,127.447114 | Cycle: 매일
487: 가평잣고을시장 | Type: 상설장+5일장 | Addr: 경기도 가평군 가평읍 장터2길 12 | Lat/Lon: 37.82972123,127.5148873 | Cycle: 5일+10일
488: 중앙종합시장 | Type: 상설장 | Addr: 대전광역시 동구 중교로 119 | Lat/Lon: 36.32858655,127.4322049 | Cycle: 매일
489: 신중앙시장 | Type: 상설장 | Addr: 대전광역시 동구 중앙로200번길 85 | Lat/Lon: 36.32729269,127.4336344 | Cycle: 매일
490: 경안시장 | Type: 상설장+3일장 | Addr: 경기도 광주시 경안로25번길 14-1 | Lat/Lon: 37.40885235,127.2570231 | Cycle: 3일+8일
491: 전기조명관 | Type: 상설장 | Addr: 대구광역시 북구 유통단지로 50 | Lat/Lon: 35.90569574,128.6082699 | Cycle: 매일
492: 산격종합시장 | Type: 상설장 | Addr: 대구광역시 북구 대동로1길 34 | Lat/Lon: 35.8986391,128.6103422 | Cycle: 매일
493: 산업용재관 | Type: 상설장 | Addr: 대구광역시 북구 유통단지로 16 | Lat/Lon: 35.90497291,128.6063945 | Cycle: 매일
494: 섬유제품관 | Type: 상설장 | Addr: 대구광역시 북구 유통단지로 60 | Lat/Lon: 35.90628079,128.6096663 | Cycle: 매일
495: 전기재료관 | Type: 상설장 | Addr: 대구광역시 북구 유통단지로 38 | Lat/Lon: 35.90506337,128.6077144 | Cycle: 매일
496: 전자관 | Type: 상설장 | Addr: 대구광역시 북구 유통단지로 45 | Lat/Lon: 35.90720316,128.6070266 | Cycle: 매일
497: 전자상가 | Type: 상설장 | Addr: 대구광역시 북구 유통단지로 25 | Lat/Lon: 35.90545132,128.6049864 | Cycle: 매일
498: 서변중앙시장 | Type: 상설장 | Addr: 대구광역시 북구 호국로43길 27 | Lat/Lon: 35.92100516,128.596183 | Cycle: 2일+7일
499: 봉평전통시장(봉평시장) | Type: 상설장 | Addr: 강원특별자치도 평창군 봉평면 허생원장터길15 | Lat/Lon: 37.61558646,128.3772728 | Cycle: 2일+7일
500: 대구능금시장 | Type: 상설장 | Addr: 대구광역시 북구 칠성남로 197-15 | Lat/Lon: 35.87715081,128.6019682 | Cycle: 매일
501: 대구청과시장 | Type: 상설장 | Addr: 대구광역시 북구 칠성시장로 34 | Lat/Lon: 35.87703471,128.6039146 | Cycle: 매일
502: 삼성시장 | Type: 상설장 | Addr: 대구광역시 북구 칠성시장로 42 | Lat/Lon: 35.87781555,128.6034764 | Cycle: 매일
503: 칠성시장 | Type: 상설장 | Addr: 대구광역시 북구 칠성남로 229 | Lat/Lon: 35.8763116,128.605428 | Cycle: 매일
504: 칠성진시장 | Type: 상설장 | Addr: 대구광역시 북구 칠성시장로 19 | Lat/Lon: 35.87571704,128.6040652 | Cycle: 매일
505: 칠성본시장 | Type: 상설장 | Addr: 대구광역시 북구 칠성시장로 15-1 | Lat/Lon: 35.87551455,128.6043822 | Cycle: 매일
506: 칠성상가시장 | Type: 상설장 | Addr: 대구광역시 북구 칠성남로 230 | Lat/Lon: 35.87561087,128.6053131 | Cycle: 매일
507: 칠성전자주방시장 | Type: 상설장 | Addr: 대구광역시 북구 칠성시장로 73-1 | Lat/Lon: 35.88023823,128.6015542 | Cycle: 매일
508: 중앙시장 | Type: 상설장 | Addr: 대구광역시 북구 태전로 15 | Lat/Lon: 35.9216581,128.5449019 | Cycle: 매일
509: 새길시장 | Type: 상설장 | Addr: 대구광역시 서구 달서로 17-7 | Lat/Lon: 35.86504457,128.5715677 | Cycle: 매일
510: 서부시장 | Type: 상설장 | Addr: 대구광역시 서구 달서로 26길 7-2 | Lat/Lon: 35.87331075,128.5720521 | Cycle: 매일
511: 원고개시장 | Type: 상설장 | Addr: 대구광역시 서구 통학로46길 48 | Lat/Lon: 35.88028056,128.5682981 | Cycle: 매일
512: 원대신시장 | Type: 상설장 | Addr: 대구광역시 서구 달서로 54길 6 | Lat/Lon: 35.88552266,128.5748006 | Cycle: 매일
513: 서구시장 | Type: 상설장 | Addr: 대구광역시 서구 국채보상로45길 33 | Lat/Lon: 35.87393821,128.5556896 | Cycle: 매일
514: 대평리시장 | Type: 상설장 | Addr: 대구광역시 서구 문화로49길 25 | Lat/Lon: 35.87800549,128.5589352 | Cycle: 매일
515: 신평리시장 | Type: 상설장 | Addr: 대구광역시 서구 국채보상로 52길 33 | Lat/Lon: 35.86809726,128.5606785 | Cycle: 매일
516: 중평시장 | Type: 상설장 | Addr: 대구광역시 서구 서대구로 17길16 | Lat/Lon: 35.8653642,128.5539271 | Cycle: 매일
517: 청구시장 | Type: 상설장 | Addr: 대구광역시 수성구 만촌로 66 | Lat/Lon: 35.86482085,128.6440771 | Cycle: 매일
518: 수성현대시장 | Type: 상설장 | Addr: 대구광역시 수성구 신천동로 280 | Lat/Lon: 35.84946852,128.60939 | Cycle: 매일
519: 동성시장 | Type: 상설장 | Addr:  | Lat/Lon: 35.85591488,128.6171376 | Cycle: 매일
520: 수성시장 | Type: 상설장 | Addr: 대구광역시 수성구 들안로 285-56 | Lat/Lon: 35.85565541,128.6170064 | Cycle: 매일
521: 두류신시장 | Type: 상설장 | Addr: 대구광역시 달서구 당산동길 27 | Lat/Lon: 35.84527773,128.5462301 | Cycle: 매일
522: 월촌역시장 | Type: 상설장 | Addr: 대구광역시 달서구 송현로12안길 38 | Lat/Lon: 35.8227509,128.548172 | Cycle: 매일
523: 성서와룡시장 | Type: 상설장 | Addr: 대구광역시 달서구 성서서로69길 7 | Lat/Lon: 35.85582107,128.4993227 | Cycle: 매일
524: 성서용산시장 | Type: 상설장 | Addr: 대구광역시 달서구 성지로 66-1 | Lat/Lon: 35.85513834,128.5213714 | Cycle: 매일
